'u','urms','irms','p','s','q','pf','phi','ufreq','upeak','ipeak','u1','u2','u3','u4','u5','u6','u7','u8','u9','u10','i1','i2','i3','i4','i5','i6','i7','i8','i9','i10','p1','p2','p3','p4','p5','p6','p7','p8','p9','p10','device','state','Device Id','Device Type','Device State'
225.74,225.95,0.05,2.97,10.77,10.36,0.28,74.01,50.01,311.64,0.33,225.8,0.45,1.32,0.89,4.42,0.45,2.91,0.62,0.8,0.76,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.08,0,-0.01,0.01,-0.05,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
227.07,227.15,0.05,3.25,10.85,10.35,0.3,72.54,50.01,311.89,0.31,226.29,0.71,1.2,0.97,4.29,0.49,2.95,0.75,0.75,0.73,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3,-0.01,-0.01,0.01,-0.05,0,-0.03,0,0,0.01,'zenith h67m cpu','sleep',1,1,1
226.22,226.32,0.05,3.36,10.85,10.32,0.31,71.94,50.01,311.27,0.31,225.76,0.95,1.29,1,4.24,0.44,2.96,0.73,0.74,0.69,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.07,-0.01,-0.01,0.01,-0.05,0,-0.03,0,0,0.01,'zenith h67m cpu','sleep',1,1,1
226.99,226.95,0.05,3.57,10.97,10.37,0.33,71,50.01,310.77,0.3,225.68,0.6,1.27,1,4.36,0.51,2.91,0.8,0.74,0.69,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.93,-0.01,-0.01,0.01,-0.05,0,-0.03,0,0,0.01,'zenith h67m cpu','sleep',1,1,1
226.65,226.69,0.05,3.3,11.04,10.53,0.3,72.62,50.01,311.55,0.32,225.96,0.83,1.32,1,4.23,0.47,3.01,0.7,0.77,0.68,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.01,-0.01,-0.01,0.01,-0.05,0,-0.03,0,0,0.01,'zenith h67m cpu','sleep',1,1,1
226.9,226.96,0.05,3.26,11.17,10.68,0.29,73.04,50.01,312.32,0.32,226.38,0.26,1.29,0.89,4.33,0.51,2.96,0.74,0.83,0.78,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3,0,-0.01,0.01,-0.05,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
226.96,226.94,0.05,3.47,11.24,10.69,0.31,72.04,50.01,311.11,0.31,225.72,0.25,1.28,0.97,4.44,0.47,2.93,0.71,0.8,0.77,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.81,0,-0.01,0.01,-0.05,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
227.42,227.37,0.05,3.46,11.47,10.94,0.3,72.44,50.01,312.14,0.31,226.16,0.12,1.28,0.91,4.25,0.54,2.91,0.73,0.82,0.77,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.88,0,-0.01,0.01,-0.05,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
226.28,226.38,0.05,3.39,11.5,10.99,0.29,72.85,50.01,311.64,0.33,225.92,0.78,1.34,0.95,4.29,0.52,2.98,0.69,0.78,0.73,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.07,0,-0.01,0.01,-0.05,0,-0.03,0,0,0.01,'zenith h67m cpu','sleep',1,1,1
227.7,227.65,0.05,3.63,11.62,11.04,0.31,71.81,50.01,312.48,0.31,226.38,0.8,1.24,1,4.23,0.49,2.95,0.71,0.83,0.74,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.91,-0.01,-0.01,0.01,-0.05,0,-0.03,0,0,0.01,'zenith h67m cpu','sleep',1,1,1
230.12,230.16,0.05,3.67,11.83,11.25,0.31,71.94,50.01,315.33,0.3,228.73,0.61,1.23,0.91,4.61,0.59,3.18,0.8,0.86,0.82,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.08,0,0,0.01,-0.06,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
227.55,227.54,0.05,3.51,11.7,11.17,0.3,72.53,50.01,312.76,0.33,226.28,0.24,1.26,0.9,4.29,0.49,2.89,0.66,0.83,0.74,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.05,0,-0.01,0.01,-0.05,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
226.82,226.91,0.05,3.43,11.68,11.16,0.29,72.91,50.01,312.41,0.32,226.23,0.8,1.27,0.87,4.27,0.5,3.02,0.7,0.83,0.72,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.17,0,-0.01,0.01,-0.05,0,-0.03,0,0,0.01,'zenith h67m cpu','sleep',1,1,1
230.06,230.18,0.05,3.63,12.01,11.45,0.3,72.4,50.01,315.39,0.32,228.86,0.46,1.27,0.98,4.84,0.6,3.08,0.79,0.86,0.78,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.95,0,0,0.01,-0.06,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
230.09,230.21,0.05,3.68,12.08,11.5,0.3,72.26,50.01,315.33,0.34,228.82,0.49,1.21,1.06,4.91,0.55,3.04,0.77,0.85,0.77,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.08,0,-0.01,0.01,-0.06,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
227.67,227.65,0.05,3.59,11.97,11.41,0.3,72.55,50.01,313.1,0.33,226.43,0.35,1.27,0.88,4.34,0.48,2.93,0.64,0.88,0.78,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.04,0,-0.01,0.01,-0.05,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
227.52,227.5,0.05,3.67,12.1,11.53,0.3,72.34,50.01,312.41,0.33,226.26,0.54,1.29,0.93,4.42,0.44,2.96,0.61,0.79,0.78,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.97,0,-0.01,0.01,-0.05,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
227.83,227.82,0.05,3.74,12.24,11.66,0.31,72.22,50.01,312.69,0.33,226.44,0.62,1.14,0.89,4.36,0.49,3.01,0.7,0.86,0.79,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.09,0,-0.01,0.01,-0.05,0,-0.03,0,0,0.01,'zenith h67m cpu','sleep',1,1,1
227.59,227.52,0.05,3.76,12.36,11.77,0.3,72.29,50.01,312.76,0.33,226.18,0.6,1.16,0.92,4.16,0.51,2.94,0.69,0.84,0.8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.15,0,-0.01,0.01,-0.05,0,-0.03,0,0,0.01,'zenith h67m cpu','sleep',1,1,1
227.46,227.92,0.04,2.42,9.39,9.07,0.26,75.06,50.02,315.33,0.31,228.84,0.52,1.27,1.02,4.6,0.51,3.24,0.77,0.86,0.8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.06,-0.01,0,0.01,-0.05,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
227.84,228.27,0.04,2.65,9.7,9.33,0.27,74.15,50.02,315.18,0.3,228.79,0.57,1.2,1.02,4.68,0.51,3.22,0.8,0.84,0.8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.01,-0.01,0,0.01,-0.06,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
227.45,227.42,0.05,3.21,10.26,9.74,0.31,71.75,50.02,312.29,0.29,226.37,0.68,1.3,1,4.24,0.46,2.97,0.79,0.86,0.7,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.87,-0.01,-0.01,0.01,-0.05,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
226.2,226.43,0.05,2.78,10.25,9.87,0.27,74.26,50.02,312.57,0.31,226.32,0.09,1.23,0.92,4.4,0.49,2.9,0.73,0.91,0.77,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.96,0,-0.01,0.01,-0.05,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
227.13,227.18,0.05,3.16,10.36,9.87,0.31,72.23,50.02,312.04,0.3,226.43,0.54,1.27,0.94,4.39,0.52,2.96,0.73,0.82,0.72,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.87,-0.01,-0.01,0.01,-0.05,0,-0.03,0,0,0.01,'zenith h67m cpu','sleep',1,1,1
228.55,228.86,0.05,2.97,10.45,10.03,0.28,73.52,50.02,315.14,0.3,228.82,0.55,1.24,0.98,4.81,0.49,3.14,0.81,0.88,0.83,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.07,-0.01,0,0.01,-0.06,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
227.27,227.24,0.05,3.2,10.45,9.95,0.31,72.15,50.02,311.73,0.29,226.24,0.73,1.28,0.99,4.35,0.48,2.99,0.76,0.81,0.73,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.02,-0.01,-0.01,0.01,-0.05,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
227.05,227.18,0.05,3.21,10.5,10,0.31,72.23,50.02,312.01,0.31,226.38,0.53,1.25,0.93,4.47,0.52,2.96,0.83,0.87,0.75,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.96,-0.01,-0.01,0.01,-0.05,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
227.34,227.37,0.05,3.24,10.63,10.12,0.3,72.25,50.02,312.48,0.31,226.51,0.84,1.26,1.01,4.33,0.47,2.96,0.75,0.86,0.72,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3,-0.01,-0.01,0.01,-0.05,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
229.4,229.6,0.05,3.26,11.07,10.58,0.29,72.85,50.02,315.24,0.3,228.85,0.56,1.28,1.04,4.79,0.51,3.14,0.81,0.93,0.8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.98,-0.01,-0.01,0.01,-0.06,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
229.3,229.44,0.05,3.33,11.09,10.58,0.3,72.5,50.02,315.05,0.32,228.73,0.6,1.24,1.03,4.48,0.52,3.26,0.77,0.8,0.8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.23,-0.01,-0.01,0.01,-0.06,0,-0.04,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
228.84,229.11,0.05,3.33,11.22,10.71,0.3,72.72,50.02,315.21,0.31,228.82,0.55,1.23,0.94,4.73,0.53,3.17,0.76,0.89,0.8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.15,0,-0.01,0.01,-0.06,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
230.05,230.12,0.05,3.6,11.62,11.05,0.31,71.96,50.02,315.3,0.31,228.88,0.49,1.23,0.97,4.8,0.56,3.13,0.75,0.89,0.8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.04,0,0,0.01,-0.06,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
230.21,230.27,0.05,3.68,11.78,11.19,0.31,71.79,50.02,315.27,0.31,228.85,0.46,1.15,0.96,4.74,0.55,3.14,0.73,0.88,0.8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.08,0,0,0.01,-0.06,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
230.12,230.21,0.05,3.69,11.84,11.25,0.31,71.87,50.02,315.36,0.31,228.88,0.53,1.23,0.96,4.77,0.55,3.18,0.75,0.87,0.82,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.14,-0.01,0,0.01,-0.06,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
229.99,230.11,0.05,3.67,11.99,11.41,0.31,72.19,50.02,315.14,0.32,228.7,0.46,1.27,0.93,4.83,0.55,3.1,0.75,0.84,0.76,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.1,0,0,0.01,-0.06,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
227.39,227.34,0.05,3.68,12.17,11.6,0.3,72.41,50.02,311.83,0.34,225.94,0.55,1.31,0.91,4.35,0.49,2.89,0.67,0.77,0.79,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3,0,-0.01,0.01,-0.05,0,-0.03,0,0,0.01,'zenith h67m cpu','sleep',1,1,1
228.86,229.17,0.05,2.91,10.39,9.98,0.28,73.73,50.03,315.21,0.31,228.97,0.46,1.22,1.01,4.91,0.54,3.18,0.77,0.84,0.83,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.96,0,-0.01,0.01,-0.06,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
229.71,229.88,0.05,3.27,11.05,10.55,0.3,72.78,50.03,315.3,0.31,229.08,0.56,1.19,1.01,4.87,0.56,3.18,0.76,0.83,0.8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.07,-0.01,-0.01,0.01,-0.06,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
230.18,230.26,0.05,3.65,11.68,11.09,0.31,71.8,50.03,314.9,0.3,228.85,0.56,1.18,0.98,4.91,0.53,3.17,0.76,0.81,0.81,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.99,0,-0.01,0.01,-0.06,0,-0.03,0,0,0.01,'zenith h67m cpu','sleep',1,1,1
230.33,230.38,0.05,3.64,11.69,11.11,0.31,71.87,50.03,315.3,0.32,228.93,0.56,1.16,0.99,4.78,0.52,3.21,0.76,0.87,0.8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.08,0,0,0.01,-0.06,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
230.27,230.32,0.05,3.66,11.72,11.14,0.31,71.83,50.03,314.99,0.3,228.93,0.46,1.25,1.06,4.86,0.56,3.21,0.75,0.86,0.81,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.08,0,-0.01,0.01,-0.06,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
230.32,230.39,0.05,3.56,11.57,11.01,0.31,72.09,50.04,315.3,0.31,229.01,0.43,1.26,1,4.92,0.53,3.22,0.77,0.89,0.82,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.99,0,-0.01,0.01,-0.06,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
230.32,230.39,0.05,3.56,11.57,11.01,0.31,72.09,50.04,315.3,0.31,229.01,0.43,1.26,1,4.92,0.53,3.22,0.77,0.89,0.82,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.99,0,-0.01,0.01,-0.06,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
230.38,230.43,0.05,3.58,11.63,11.06,0.31,72.06,50.04,315.18,0.31,228.96,0.41,1.19,0.98,4.83,0.54,3.23,0.77,0.84,0.82,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.01,0,-0.01,0.01,-0.06,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
230.33,230.38,0.05,3.64,11.75,11.18,0.31,71.96,50.04,315.24,0.3,229,0.53,1.21,0.99,4.85,0.57,3.24,0.77,0.83,0.83,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.13,0,-0.01,0.01,-0.06,0,-0.03,0,0.01,0.01,'zenith h67m cpu','sleep',1,1,1
232.15,232.05,0.68,96.85,158,-124.83,0.61,-52.19,49.92,317.81,1.7,231.15,0.51,1.73,0.97,5.02,0.56,3.15,0.8,1.22,0.89,0.44,0.01,0.38,0.02,0.28,0.02,0.17,0.02,0.08,0.03,99.77,0.01,-0.49,0,-1.11,-0.01,-0.17,0,-0.06,0.02,'cooler master cpu','trans',2,1,2
232.5,232.32,0.68,95.07,157.29,-125.31,0.6,-52.81,49.93,317.66,1.7,231.01,0.61,1.72,1,5.1,0.62,3.05,0.82,1.28,0.91,0.43,0.01,0.37,0.02,0.28,0.02,0.18,0.02,0.08,0.03,98.08,0.01,-0.48,0,-1.11,-0.01,-0.16,0,-0.06,0.02,'cooler master cpu','trans',2,1,2
230.96,231.1,0.68,95.76,157.57,-125.14,0.61,-52.58,49.93,317.59,1.7,230.98,0.5,1.7,0.94,5.07,0.58,3.07,0.8,1.26,0.93,0.43,0.01,0.37,0.01,0.28,0.02,0.18,0.02,0.08,0.03,97.44,0.01,-0.48,0,-1.1,-0.01,-0.16,0,-0.06,0.02,'cooler master cpu','trans',2,1,2
231.12,231.29,0.68,96.12,157.76,-125.1,0.61,-52.46,49.93,317.63,1.7,231.11,0.49,1.74,0.97,5.25,0.6,3.1,0.83,1.32,0.92,0.43,0.01,0.37,0.01,0.28,0.02,0.18,0.02,0.08,0.03,98.14,0.01,-0.49,0,-1.13,-0.01,-0.14,0,-0.06,0.02,'cooler master cpu','trans',2,1,2
230.84,231.05,0.68,97.43,157.76,-124.09,0.62,-51.86,49.93,318.03,1.7,231.27,0.6,1.62,1.04,4.98,0.56,3.15,0.86,1.23,0.88,0.44,0.01,0.38,0.01,0.28,0.02,0.17,0.02,0.08,0.03,99.46,0.01,-0.46,0,-1.12,-0.01,-0.17,0,-0.05,0.02,'cooler master cpu','trans',2,1,2
228.33,229.01,0.6,76.45,137.09,-113.79,0.56,-56.1,49.94,318.4,1.7,231.3,0.58,1.6,0.97,5.05,0.59,3.07,0.83,1.29,0.94,0.38,0.02,0.34,0.02,0.27,0.02,0.19,0.02,0.11,0.02,85.99,-0.01,-0.4,0.02,-0.95,-0.01,-0.14,-0.01,-0.08,0.02,'cooler master cpu','trans',2,1,2
231.1,231.35,0.65,88.61,150.46,-121.6,0.59,-53.92,49.94,318.49,1.7,231.39,0.5,1.56,1,5.07,0.61,3.06,0.83,1.28,0.94,0.38,0.01,0.34,0.02,0.27,0.02,0.19,0.02,0.11,0.03,87.37,0,-0.37,0.01,-0.99,-0.01,-0.15,0,-0.08,0.02,'cooler master cpu','trans',2,1,2
233.2,232.31,0.65,89.8,152.31,-123.02,0.59,-53.87,49.94,315.21,1.7,228.76,0.67,1.48,0.85,4.51,0.5,2.8,0.67,1.13,0.8,0.37,0.02,0.33,0.02,0.27,0.02,0.19,0.02,0.11,0.02,84.31,0,-0.39,0.01,-0.83,-0.01,-0.21,0,-0.07,0.02,'cooler master cpu','trans',2,1,2
228.25,228.91,0.66,91.05,151.73,-121.38,0.6,-53.13,49.94,317.63,1.7,231.06,0.41,1.73,1.02,5.4,0.55,3.06,0.9,1.38,0.9,0.42,0.01,0.37,0,0.28,0.02,0.18,0.03,0.09,0.03,94.94,0,-0.46,0,-1.07,-0.01,-0.11,0,-0.07,0.03,'cooler master cpu','trans',2,1,2
232.53,232.35,0.67,94.36,156.72,-125.12,0.6,-52.98,49.94,317.72,1.7,231.02,0.49,1.69,0.98,5.04,0.55,3.01,0.82,1.28,0.9,0.43,0.01,0.37,0.01,0.28,0.02,0.18,0.02,0.09,0.02,97.43,0.01,-0.47,0,-1.08,-0.01,-0.17,0,-0.06,0.02,'cooler master cpu','trans',2,1,2
230.79,230.98,0.69,96.61,158.26,-125.34,0.61,-52.38,49.94,317.19,1.7,230.88,0.38,1.73,0.96,5.19,0.63,3.01,0.82,1.21,0.88,0.43,0.01,0.38,0.01,0.28,0.02,0.18,0.02,0.08,0.03,98.54,0,-0.5,0,-1.17,-0.01,-0.16,0,-0.06,0.02,'cooler master cpu','trans',2,1,2
232.29,232.15,0.69,97.38,159.47,-126.28,0.61,-52.36,49.94,317.35,1.7,230.99,0.55,1.67,1.03,5.17,0.56,3.11,0.78,1.28,0.86,0.43,0.01,0.37,0.02,0.28,0.02,0.18,0.02,0.09,0.03,97.52,0.01,-0.46,0,-1.14,-0.01,-0.15,0,-0.06,0.02,'cooler master cpu','trans',2,1,2
231.23,231.41,0.69,97.79,158.78,-125.1,0.62,-51.99,49.94,317.97,1.7,231.25,0.38,1.68,1.03,5.2,0.58,3.09,0.84,1.27,0.9,0.44,0.01,0.38,0.01,0.28,0.02,0.17,0.02,0.08,0.03,99.53,0,-0.46,0,-1.14,-0.01,-0.14,0,-0.06,0.02,'cooler master cpu','trans',2,1,2
231.99,232.26,0.63,84.62,145.95,-118.92,0.58,-54.56,49.95,318.03,1.7,231.21,0.63,1.54,1,5.04,0.54,3.03,0.82,1.28,0.9,0.37,0.01,0.33,0.02,0.27,0.02,0.19,0.02,0.11,0.03,84.68,0,-0.38,0.01,-0.96,-0.01,-0.14,0,-0.08,0.02,'cooler master cpu','trans',2,1,2
228.04,228.21,0.63,83.58,143.71,-116.9,0.58,-54.44,49.95,314.96,1.7,228.67,0.55,1.63,0.94,4.61,0.58,2.97,0.67,1.18,0.87,0.37,0.03,0.33,0.03,0.26,0.02,0.18,0.02,0.11,0.02,83.74,0,-0.42,0.02,-0.87,-0.01,-0.15,0,-0.07,0.02,'cooler master cpu','trans',2,1,2
230.24,230.6,0.63,84.1,145.17,-118.33,0.58,-54.6,49.95,317.63,1.7,230.95,0.54,1.51,0.98,5.12,0.58,3.04,0.87,1.33,0.93,0.38,0.01,0.33,0.02,0.27,0.02,0.19,0.02,0.11,0.03,85.1,0,-0.36,0.01,-0.97,-0.01,-0.15,-0.01,-0.08,0.02,'cooler master cpu','trans',2,1,2
231.11,231.35,0.63,84.8,146.16,-119.05,0.58,-54.54,49.95,318.15,1.7,231.3,0.54,1.66,0.92,5.13,0.63,3.2,0.84,1.29,0.94,0.4,0,0.35,0.01,0.27,0.02,0.18,0.03,0.1,0.03,90.48,0,-0.43,0.01,-0.99,-0.01,-0.14,0,-0.08,0.03,'cooler master cpu','trans',2,1,2
233.46,232.34,0.64,86.72,148.26,-120.26,0.58,-54.21,49.95,316.01,1.7,229.35,0.49,1.59,0.88,4.37,0.52,3.1,0.69,1.04,0.89,0.37,0.02,0.33,0.03,0.26,0.03,0.18,0.03,0.1,0.03,83.61,0,-0.42,0.02,-0.85,-0.01,-0.21,-0.01,-0.06,0.03,'cooler master cpu','trans',2,1,2
228.42,228.56,0.64,85.05,146.46,-119.23,0.58,-54.5,49.95,314.46,1.7,228.63,0.3,1.59,0.94,4.74,0.53,2.94,0.8,1.21,0.86,0.37,0.01,0.33,0.02,0.27,0.02,0.19,0.02,0.11,0.03,83.78,0,-0.42,0.02,-0.87,0,-0.15,-0.01,-0.07,0.02,'cooler master cpu','trans',2,1,2
231.41,231.71,0.65,88.12,149.44,-120.7,0.59,-53.87,49.95,317.38,1.7,230.79,0.51,1.7,0.99,5.22,0.57,3.02,0.82,1.34,0.92,0.41,0,0.36,0.01,0.28,0.02,0.18,0.02,0.1,0.03,92.46,0,-0.46,0.01,-1.02,-0.01,-0.14,0,-0.07,0.03,'cooler master cpu','trans',2,1,2
228.56,228.7,0.65,87.69,148.12,-119.37,0.59,-53.7,49.95,315.3,1.7,229.07,0.77,1.57,0.95,4.52,0.56,3.04,0.73,1.1,0.84,0.39,0.01,0.35,0.02,0.27,0.02,0.18,0.03,0.1,0.03,88.77,0.01,-0.44,0,-0.92,-0.01,-0.2,0,-0.06,0.02,'cooler master cpu','trans',2,1,2
227.91,228.09,0.65,87.72,148.77,-120.15,0.59,-53.87,49.95,314.55,1.7,228.45,0.8,1.65,1.01,4.67,0.54,2.92,0.82,1.24,0.81,0.41,0.02,0.36,0.01,0.28,0.01,0.19,0.03,0.1,0.03,91.71,0.01,-0.48,-0.01,-0.94,-0.01,-0.17,0,-0.06,0.02,'cooler master cpu','trans',2,1,2
232.43,232.27,0.68,95.28,157.9,-125.91,0.6,-52.88,49.95,317.84,1.7,230.96,0.63,1.82,1.02,5.1,0.58,3.06,0.78,1.35,0.9,0.45,0.02,0.39,0.02,0.29,0.02,0.17,0.02,0.08,0.03,101.45,0.01,-0.55,0,-1.14,-0.01,-0.15,0,-0.06,0.02,'cooler master cpu','trans',2,1,2
230.64,230.84,0.69,96.48,158.07,-125.21,0.61,-52.38,49.95,317.44,1.7,230.86,0.47,1.76,0.95,5.1,0.57,3.08,0.76,1.24,0.9,0.43,0.01,0.38,0.01,0.28,0.02,0.17,0.02,0.08,0.03,98.46,0.01,-0.49,0,-1.14,-0.01,-0.17,0,-0.06,0.02,'cooler master cpu','trans',2,1,2
230.88,231.07,0.69,98.19,160.02,-126.36,0.61,-52.15,49.95,317.28,1.7,231.03,0.56,1.82,1.02,5.29,0.6,3.05,0.83,1.39,0.89,0.44,0.02,0.38,0.02,0.28,0.02,0.17,0.02,0.08,0.03,99.63,0.01,-0.53,-0.01,-1.08,-0.01,-0.14,0,-0.07,0.02,'cooler master cpu','trans',2,1,2
235.28,235.12,0.06,3.07,12.98,-12.62,0.24,-76.34,49.96,321.48,0.35,232.29,0.45,1.15,1.03,4.92,0.61,3.13,0.86,1.15,0.97,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.02,0,0,0.01,-0.06,0,-0.03,0,0.01,0.01,'cooler master cpu','sleep',2,1,1
237.32,236.96,0.06,3.07,13.16,-12.79,0.23,-76.5,49.96,323.15,0.36,233.54,0.49,1.15,1.03,4.93,0.63,3.31,0.84,1.21,1.04,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.11,0,0,0.01,-0.06,0,-0.03,0,0.01,0.01,'cooler master cpu','sleep',2,1,1
237.75,237.29,0.06,3.06,13.25,-12.89,0.23,-76.65,49.96,323.46,0.36,233.77,0.5,1.15,1.14,4.93,0.63,3.23,0.9,1.21,1,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.93,0,0,0.01,-0.05,0,-0.03,0,0.01,0.01,'cooler master cpu','sleep',2,1,1
237.54,237.13,0.06,3.17,13.55,-13.17,0.23,-76.45,49.96,323.4,0.36,233.63,0.61,1.18,1.04,4.89,0.61,3.21,0.89,1.21,1.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.1,0,0,0.01,-0.06,0,-0.03,0,0.01,0.01,'cooler master cpu','sleep',2,1,1
234.31,234.32,0.06,3.27,13.5,-13.09,0.24,-75.99,49.96,321.39,0.37,232.39,0.59,1.14,1,4.89,0.58,3.2,0.85,1.14,1,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.09,0,0,0.01,-0.06,0,-0.03,0,0.01,0.01,'cooler master cpu','sleep',2,1,1
